code;product_name_pl;product_name_en;generic_name_en;generic_name_pl;quantity;serving_size;brands;categories;categories_tags;countries;countries_tags;origins_tags;energy-kcal_value;energy-kcal_unit;fat_value;fat_unit;saturated-fat_value;saturated-fat_unit;carbohydrates_value;carbohydrates_unit;sugars_value;sugars_unit;fiber_value;fiber_unit;proteins_value;proteins_unit;salt_value;salt_unit
5900143002389;Pierogi carskie;;;;400 g;;Kotwica;Posiłki, Dania z makaronem, en:Stuffed pastas, Pierogi;en:meals,en:pasta-dishes,en:stuffed-pastas,en:pierogi;Polska;en:poland;;226;kcal;8.3;g;1.8;g;33.4;g;0.5;g;;;5.2;g;1.4;g
5904123587071;Polędwica Kanadyjska z indyka;;;;100 g;;ZMB Białystok;Meats and their products, Meats, Prepared meats, Poultries, fr:Charcuteries diverses, Turkey and its products, Turkeys, fr:Allumettes de volaille, Minced turkey ham;en:meats-and-their-products,en:meats,en:prepared-meats,en:poultries,fr:charcuteries-diverses,en:turkey-and-its-products,en:turkeys,fr:allumettes-de-volaille,en:minced-turkey-ham;Poland;en:poland;;82;kcal;2.8;g;1.1;g;0.4;g;0.14;g;;;13.5;g;0.2;g
5900197012723;Bakoma jogurt naturalny typ grecki;;;;400g;100g;bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, en:Plain fermented dairy desserts, Jogurty naturalne, en:Greek-style yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts,en:greek-style-yogurts;Polska;en:poland;;100;kcal;7.5;g;4.5;g;4.7;g;4.7;g;0;g;3.5;g;0.12;g
5900197011689;jogurt Naturalny Gęsty;;;;330 g;;Bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, en:Plain fermented dairy desserts, Jogurty naturalne, en:Cow milk yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts,en:cow-milk-yogurts;Polska;en:poland;;58;kcal;2.8;g;2;g;4.9;g;4.9;g;;;3.3;g;0.11;g
5900197000034;Jogurt Naturalny Gesty;;;;;;Bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, en:Plain fermented dairy desserts, Jogurty naturalne, en:Cow milk yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts,en:cow-milk-yogurts;Polska;en:poland;;58;kcal;2.8;g;2;g;4.9;g;4.9;g;;;3.3;g;0.11;g
5900197022548;Jogurt naturalny Bio;;;;140 g;140g;Bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, en:Plain fermented dairy desserts, Jogurty naturalne, en:Cow milk yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts,en:cow-milk-yogurts;Polska;en:poland;en:poland;65;kcal;2;g;1.4;g;7;g;7;g;;;4.8;g;0.1;g
5900197022388;Jogurt Bio Fresas;;;;140 g;140g;Bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, en:Fermented dairy desserts with fruits, Jogurty, Jogurty owocowe, en:Cow milk yogurts, Jogurty truskawkowe;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts,en:cow-milk-yogurts,en:strawberry-yogurts;Polska;en:poland;en:poland;93;kcal;2.5;g;1.8;g;14.2;g;13.3;g;;;3.4;g;0.08;g
5900672012347;Salatka warzywna ze szczypiorkiem;Salad with vegetables 70% and chives 0,2%;Vegetable salad;;280 g;280g;Dega;Posiłki, Gotowe sałatki, Sałatki z warzywami;en:meals,en:prepared-salads,en:vegetable-salads;Polska;en:poland;en:poland;134;kcal;7.9;g;0.6;g;13;g;3.5;g;;;1.8;g;1.2;g
5900196004026;Szynka delikatesowa z kurcząt;;;;100 g;;Drobimex;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Szynka;en:meats-and-their-products,en:meats,en:prepared-meats,en:hams;Polska;en:poland;;107;kcal;2.5;g;1.2;g;2.2;g;0.5;g;;;19;g;2;g
5903240806928;Ser Bawarski pleśniwy, kremowy łagodny;;;;150 g;;Delikate,Biedronka;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Polska;en:poland;;442;kcal;43;g;29;g;0.1;g;0.1;g;;;13.7;g;1.6;g
5903240806911;Ser bawarski pleśniowy, caractere;;;;150 g;;Delikate,Biedronka;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser pleśniowy;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,pl:ser-pleśniowy;Polska;en:poland;;442;kcal;43;g;29;g;0.1;g;0.1;g;;;13.7;g;1.6;g
5900820009076;Twaróg Klinek półtłusty;;;;250 g;50 g;Mlekpol,Delikate,Biedronka;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Desery, Desery mleczne, Twaróg;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:quarks;Polska;en:poland;en:poland;117;kcal;4;g;3;g;3.7;g;3.7;g;;;17;g;0.1;g
5900567010816;Kiełbasa sucha Krakowska;;;;100 g;25 g;Kraina wędlin,Biedronka,Animex Foods;Produkty na bazie mięsa, Polskie produkty mięsne, Kiełbasa krakowska sucha staropolska;en:meats-and-their-products,en:polish-meat-products,pl:kiełbasa-krakowska-sucha-staropolska;Polska;en:poland;;212;kcal;11;g;4.1;g;0.2;g;0;g;0.1;g;28;g;3.4;g
5904378243173;Roszponka;;;;100 g;;Biedronka,Vital Fresh,Green Factory;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods;Polska;en:poland;en:france;17;kcal;0;g;0;g;0;g;0;g;2.3;g;2.1;g;0;g
8907198000701;Cukier puder;;;;400 g;50 g;Kupiec;Produkty wykorzystywane do słodzenia, Cukier, Cukier biały;en:sweeteners,en:sugars,en:granulated-sugars;Polska;en:poland;;399;kcal;0;g;0;g;99.8;g;99.8;g;0;g;0;g;0.01;g
2982142001740;Filet z makreli wędzony z posypką;;;;174 g;;Marinero,Biedronka;Owoce morza, en:Fishes and their products, Ryby, Tłuste ryby, Filety rybne, Makrela, Filety z makreli;en:seafood,en:fishes-and-their-products,en:fishes,en:fatty-fishes,en:fish-fillets,en:mackerels,en:mackerel-fillets;Polska;en:poland;en:atlantic-ocean,en:north-east-atlantic-ocean;269;kcal;23;g;6.5;g;0.6;g;0.6;g;;;19.9;g;1.4;g
5902208000842;Rycki Maasdam;;;;135 g;;Ryki;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser krowi, en:Uncooked pressed cheeses, Sery niderlandzkie, en:Maasdam;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:cheeses-of-the-netherlands,en:maasdam;Polska;en:poland;;355;kcal;27;g;18;g;2;g;0;g;;;26;g;1.1;g
5900197021398;Mascarpone;;;;250 g;;Regnum,Bakoma;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Sery włoskie, Serki kremowe, en:Mascarpone;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:cream-cheeses,en:mascarpone;Polska;en:poland;;412;kcal;42;g;30;g;4.9;g;4.6;g;;;3.6;g;0.13;g
5900259086082;Cheetos Chrupki cebulowe;;;;160 g;30 g;Cheetos;Przekąski, Słone przekąski, Przystawki, Chipsy i frytki, Chipsy, Chrupki kukurydziane;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips;Polska;en:poland;;495;kcal;24;g;2.2;g;61;g;3.2;g;2.2;g;6.8;g;1.8;g
5900956000688;Herbaciany ogród - Prosto z lasu.;;;;50 g (20 x 2,5 g);Napar z jednej saszetki (2.5 g);Herbapol;Żywność i napoje na bazie roślin, Napoje, Napoje gorące, Napoje na bazie roślin, Herbata, en:Tea bags, en:Herbata;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:tea-bags,en:herbata;Polska, Stany Zjednoczone;en:poland,en:united-states;en:poland;1;kcal;0;g;0;g;0;g;0;g;0;g;0;g;0;mg
5906827012705;Mąka Kukurydziana;;;;1 kg;;Melvit;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Mąki, Mąki zbożowe;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours;Polska;en:poland;;364;kcal;4;g;1;g;70;g;2;g;6;g;9;g;0.01;g
5900567020747;Berlinki chilli;;;;250 g;;Morliny;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Kiełbasy;en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages;Polska;en:poland;;251;kcal;21;g;7.4;g;2.2;g;0.9;g;;;13;g;3;g
5906425150649;Vegan Majo;;;;390 ml;;Develey;Przyprawy, Sosy, Sosy wegetariańskie, Sosy wegańskie, Majonezy bezjajeczne;en:condiments,en:sauces,en:vegetarian-sauces,en:vegan-sauces,en:egg-free-mayonnaises;Polska, Rosja;en:poland,en:russia;;650;kcal;70;g;4.9;g;5;g;3.7;g;;;0.5;g;1.3;g
5900500024665;Napój wieloowocowy jabłko, cytryna i limonka;;;;1 l;;Hortex;Napoj-niegazowany;pl:napoj-niegazowany;Polska;en:poland;;45;kcal;0;g;0;g;11.2;g;11.1;g;;;0;g;0;g
5902020850250;Sardynka w sosie własnym z dodatkiem oleju;;;;240 g;;Królewska;Owoce morza, en:Fishes and their products, Konserwy, Ryby, Tłuste ryby, Konserwy rybne, Sardynki, Sardynki w puszce;en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:sardines,en:canned-sardines;Polska;en:poland;en:atlantic-ocean,en:central-east-atlantic-ocean;220;kcal;16;g;3.3;g;0;g;0;g;;;19;g;1.2;g
7613035303881;Majonez Dekoracyjny;;;;300 ml;;Winiary;Przyprawy, Sosy, Majonezy, en:groceries, fr:Sosy;en:condiments,en:sauces,en:mayonnaises,en:groceries,fr:sosy;Francja, Polska;en:france,en:poland;;704;kcal;76.3;g;5.3;g;2.9;g;2.3;g;0;g;1.5;g;0.6;g
5907180313263;Burrata;;;;100 g;;GustoBello;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Sery włoskie, en:Stretched-curd cheeses, Burrate;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:burrata;Polska;en:poland;en:italy;259;kcal;23;g;15;g;2;g;1.8;g;;;10;g;0.41;g
5902659894540;Szynka z fileta kurczaka;;;;10 g;25 g;Kraina wędlin,Biedronka;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Szynka;en:meats-and-their-products,en:meats,en:prepared-meats,en:hams;Polska;en:poland;;113;kcal;2;g;0.9;g;2.5;g;0.6;g;0.7;g;21;g;2;g
5902020539766;Placki ziemniaczane;;;;400 g;;Pierożek;Posiłki;en:meals;Polska;en:poland;;106.02;kcal;0.46;g;0.09;g;24.08;g;0.36;g;1.66;g;2.5;g;0.06;g
3560070379545;Ementaler tarty;;;Tarty Ementaler. Prasowany ser gotowany.;200 g;30g;Simpl;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Frais, Fromages à pâte pressée cuite, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:hard-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:pasteurized-cheeses,en:grated-cheese,en:grated-emmentaler,en:industrial-cheese;Belgique, France, Pologne, Roumanie, Espagne;en:belgium,en:france,en:poland,en:romania,en:spain;;381;kcal;29;g;18;g;2;g;0;g;0;g;28;g;0.75;g
3270190008613;Kuskus średnioziarnisty;;;Kuskus średnioziarnisty.;500 g;100 g;Carrefour;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Semoules de céréales, Semoules de blé, Semoules de blé dur, Semoules de blé dur pour couscous;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:cereal-semolinas,en:wheat-semolinas,en:durum-wheat-semolinas,en:durum-wheat-semolinas-for-couscous;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;353;kcal;1.8;g;0.4;g;69;g;2.4;g;4.1;g;13;g;0.025;g
3270190197867;Sucharki;Rusks;Rusks with cereals and seeds.;Sucharki ze zbożami i ziarnami;300 g;35g;Carrefour;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes, Pains grillés, Biscottes multicéréales, Biscottes complètes;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:rusks,en:toasts,en:multigrain-rusks,en:wholemeal-rusks;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;405;kcal;10;g;1.2;g;61;g;4;g;7.5;g;14;g;1.7;g
3560071191276;CROK Całkowicie czekoladowe;;;Ciasteczka kakaowe z nadzieniem (35%) z kakao o obniżonej zawartości tłuszczu.;300 g;;Carrefour;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:filled-biscuits;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;445;kcal;18;g;6.7;g;63;g;33;g;4.3;g;6.1;g;0.37;g
20916947;Filety z tuńczyka białego w oliwie z oliwek.;;;;190g;;Nixe;Produits de la mer, Poissons et dérivés, Poissons, Surgelés;en:seafood,en:fishes-and-their-products,en:fishes,en:frozen-foods;France, Allemagne, Pologne, Suisse;en:france,en:germany,en:poland,en:switzerland;fr:fao-27-7,fr:fao-27-8,fr:fao-27-9,fr:fao-67,fr:fao-81;370;kcal;32.4;g;5.6;g;0;g;0;g;0;g;19.7;g;0.55;g
20096410;File de macrou în sos de rosii;;;;170 g;85g;Nautica,Nixe;Tenger gyümölcsei, en:Fishes and their products, Konzervek, Hal, en:Fatty fishes, Halak konzervben, Halfilé, en:Mackerels, en:Mackerel fillets, en:Tinned Mackerels;en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:fish-fillets,en:mackerels,en:mackerel-fillets,en:tinned-mackerels;Magyarország, Lengyelország;en:hungary,en:poland;pl:północno-wschodni-atlantyk-fao-27;183;kcal;11.8;g;2.3;g;6.7;g;6.6;g;;;11.8;g;0.78;g
5906295839330;Naleśnik z jabłkami;;;;400 g;;Swojska Chata,Virtu Production;en:Crêpes and galettes, Naleśnik, en:Galettes;en:crepes-and-galettes,en:crepes,en:galettes;Polska;en:poland;;118;kcal;1.7;g;0.8;g;22;g;8.5;g;;;3;g;0.4;g
5900505018706;Kiełbasa żywiecka z szynki.;;;Kiełbasa wieprzowa grubo rozdrobniona wędzona, parzona, podsuszona.;100 g;25g;Kraina wędlin,Animex Foods;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Kiełbasy;en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages;Polska;en:poland;;216;kcal;12;g;4.4;g;0.1;g;0;g;;;27;g;2.6;g
5900672001563;Paleczki;;;;60 g;;Miami;Przekąski;en:snacks;Polska;en:poland;;384;kcal;2.6;g;0.4;g;80;g;2.3;g;;;9;g;0;g
20982119;Space Cookies;;;Płatki zbożowe w kształcie ciasteczek o smaku czekoladowym wzbogacone w 9 witamin, wapń i żelazo.;250 g;30g;Crownfield;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Zboża i ziemniaki, Zboża i produkty zbożowe, Płatki śniadaniowe, Płatki-zbożowe;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,pl:płatki-zbożowe;Polska;en:poland;en:poland;375;kcal;3;g;1.2;g;75;g;25;g;7.5;g;8.3;g;0.53;g
20818418;Choco shells;;;;250 g;50g;Crownfield;en:Plant-based foods and beverages, en:Plant-based foods, en:Breakfasts, en:Cereals and potatoes, Obiloviny, Snídaňové cereálie, en:Chocolate cereals, en:Extruded cereals, en:Chocolate wheat shells;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals,en:chocolate-wheat-shells;Česko, Polsko;en:czech-republic,en:poland;;373;kcal;2.9;g;1.2;g;74.6;g;24.7;g;6.5;g;8.9;g;0.5;g
20013011;Choco Balls;Choco Balls;;;250;50 g;Crownfield;Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Chocolate cereal balls;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:chocolate-cereal-balls;Bulgaria, Czech Republic, Poland;en:bulgaria,en:czech-republic,en:poland;;366;kcal;2.2;g;0.6;g;73.6;g;23.8;g;7.7;g;9.2;g;0.45;g
5900084235198;Przyprawa do ryb;Seasoning for fish;;;20 g;1 tsp (3 g);Kamis;Plant-based foods and beverages, Plant-based foods, Condiments, Spices, Groceries;en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:groceries;Poland, United States;en:poland,en:united-states;;200;kcal;3.33;g;0;g;33.33;g;33.33;g;0;g;6.67;g;42000;mg
5901588018195;Czekolada mocno gorzka 80%;Extra dark chocolate 80%;;;80 g;13.3 g;E. Wedel;Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Cukierki czekoladowe, Czekolada, Czekolada deserowa, Czekolada gorzka;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:dark-chocolates,en:extra-fine-dark-chocolates;Polska, Stany Zjednoczone;en:poland,en:united-states;;558;kcal;45;g;27;g;21;g;16;g;16;g;10;g;0.02;g
5900334013316;Nektar bananowy;Banana Nectar;;;1 l;1 cup (60 ml);Tymbark;Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit nectars, Banana nectars, pl:Napoj-niegazowany;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-nectars,en:banana-nectars,pl:napoj-niegazowany;Poland, United States;en:poland,en:united-states;;48;kcal;0;g;0;g;11;g;11;g;3.3;g;0;g;0;g
5901588067070;Chałwa sezamowa o smaku waniliowym;Halva Mit Vanillegeschmack 250 g;;;250 g;50 g (50 g);E. Wedel;Snacks, Sweet snacks, Confectioneries, Biscuits and cakes, Biscuits, Halva, Sesame halva, Hałwa, Przekąski, Słodkie przekąski;en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:biscuits,en:halva,en:sesame-halva,en:hałwa,en:przekąski,en:słodkie-przekąski;Poland, United States;en:poland,en:united-states;;518;kcal;30;g;4.3;g;47;g;29;g;7.1;g;13;g;0.18;g
3560070342877;Mleczna;;;Czekolada mleczna;500 g;16.7g;Carrefour Discount,Carrefour;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;524;kcal;27;g;16;g;64;g;63;g;2;g;5.3;g;0.14;g
5900020013491;Nesquik Mix;;;;225 g;;Nesquik;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Zboża i ziemniaki, Zboża i produkty zbożowe, Płatki śniadaniowe;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals;Polska;en:poland;;381;kcal;3.5;g;1.4;g;75.1;g;24.8;g;7.9;g;8.2;g;0.35;g
5901761100365;koncentrat pomidorowy;;;;190 g;;BIO NATURO;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Pomidory i produkty z pomidorów, Koncentrat pomidorowy;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomato-pastes;Polska;en:poland;;70;kcal;0.3;g;;;10.8;g;;;;;4.4;g;;
5900512981109;Gouda w plastrach;;;;150 g;21.7g;Światowid;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser krowi, en:Uncooked pressed cheeses, Sery niderlandzkie, Gouda;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:cheeses-of-the-netherlands,en:gouda;Polska;en:poland;;334;kcal;26;g;17;g;0;g;0;g;;;25;g;1.6;g
5902746641835;Warka Kiwi Z Pigwa 0.0;;;;500 g;;Radler Warka,Warka;Napoje, Napoje bezalkoholowe, Piwa bezalkoholowe, en:Non-alcoholic radler beers;en:beverages,en:non-alcoholic-beverages,en:non-alcoholic-beers,en:non-alcoholic-radler-beers;Polska;en:poland;en:poland;24;kcal;0;g;0;g;6;g;4.3;g;0;g;0;g;0;g
5901939103082;Skyr jogurt pitny;;;;330 g;330g;Piątnica;Napoje, Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Desery, Desery mleczne, Napoje mleczne, Fermentowane desery mleczne, Napoje fermentowane, Jogurty, en:Fermented milk drinks, Skyr, Serki kremowe, Jogurty pitne;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:skyrs,en:cream-cheeses,en:drinkable-yogurts;Polska;en:poland;en:poland;78;kcal;1.5;g;1.1;g;9.5;g;9;g;;;6.5;g;0.08;g
5900397731387;Blackcurrant jam;;;;220 g;;Łowicz;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams;Polska;en:poland;;132;kcal;0.5;g;0.1;g;28;g;28;g;;;1.1;g;0;g
5201193118908;lasagne;;;;;;Primo Gusto;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;France, Pologne;en:france,en:poland;;360;kcal;1.5;g;0.3;g;73;g;3.2;g;;;12;g;0;g
5900643032763;Jogurt Ale Pitny owoce leśne;;;;290 g;200g;Danone;Napoje, Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Napoje mleczne, Fermentowane desery mleczne, Jogurty;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:yogurts;Polska;en:poland;;133;kcal;1.7;g;1;g;26.1;g;23;g;0.2;g;3.3;g;0.18;g
5449000021779;tonik;;;;;;kinley;Boissons, Boissons gazeuses, Sodas, Eau tonique, Boissons avec sucre ajouté;en:beverages,en:carbonated-drinks,en:sodas,en:tonic-water,en:sweetened-beverages;Pologne;en:poland;;40;kcal;0;g;0;g;9.4;g;9.4;g;;;0;g;0;g
5602384002158;Ser kozi dojrzewający;;;;100 g;;Gourmes;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser kozi;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:goat-cheeses;Polska;en:poland;;304;kcal;25;g;19;g;3.8;g;1.6;g;;;17;g;1.6;g
5903386070948;Ogórki Kiszone;;;;600 g;;Victus;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Konserwy, Produkty na bazie warzyw, Konserwy roślinne w puszkach i słoikach, en:Pickles, Warzywa w puszcze, en:Plant-based pickles, en:Pickled vegetables, en:Pickled cucumbers, en:Gherkins;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:canned-vegetables,en:plant-based-pickles,en:pickled-vegetables,en:pickled-cucumbers,en:gherkins;Polska;en:poland;;10;kcal;0;g;0;g;1.7;g;0;g;;;0;g;1.6;g
28069416;Jajeczka z czekolady mlecznej;;;;100 g;;Oster Phantasie;Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Festive foods, Czekolada, en:Easter food, en:Chocolate eggs, en:Easter eggs;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:festive-foods,en:chocolates,en:easter-food,en:chocolate-eggs,en:easter-eggs;Polska;en:poland;;544;kcal;32;g;20;g;55;g;54;g;;;7.5;g;0.18;g
5901753000383;Masło królewskie;;;;200 g;;Sierpc;Nabiał, Tłuszcze, Smarowidła, Tłuszcze do smarowania, Tłuscze zwierzęce, Tłuszcze mleczne, Tłuszcze mleczne do smarowania, Masła;en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters;Polska;en:poland;;740;kcal;82;g;57;g;1;g;0.7;g;;;0.7;g;0;g
5902596140052;Richtig Ślonski Zymft;;;Śląska musztarda;180 g;;;Przyprawy, Sosy, Musztardy;en:condiments,en:sauces,en:mustards;Polska;en:poland;;128;kcal;6.1;g;0.69;g;9.2;g;7.8;g;7.9;g;5.04;g;1.818;g
4001954160587;Tradycyjne masło Irlandzkie, solone;;;;200 g;;Kerrygold;Nabiał, Tłuszcze, Smarowidła, Tłuszcze do smarowania, Tłuscze zwierzęce, Tłuszcze mleczne, Tłuszcze mleczne do smarowania, Masła, en:Salted butters;en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters,en:salted-butters;Polska;en:poland;;725;kcal;80;g;54;g;0.6;g;0.6;g;;;0.7;g;1.8;g
