code;product_name_pl;product_name_en;generic_name_en;generic_name_pl;quantity;serving_size;brands;categories;categories_tags;countries;countries_tags;origins_tags;energy-kcal_value;energy-kcal_unit;fat_value;fat_unit;saturated-fat_value;saturated-fat_unit;carbohydrates_value;carbohydrates_unit;sugars_value;sugars_unit;fiber_value;fiber_unit;proteins_value;proteins_unit;salt_value;salt_unit
4014400901191;Merci Finest Selection;Merci Finest Selection;;Nadziewane i nienadziewane specjały czekoladowe;250g;12g;Storck;Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Chocolates, Filled chocolates, Assorted chocolates;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:chocolates,en:filled-chocolates,en:assorted-chocolates;Austria, Belgium, Bulgaria, France, Germany, Hungary, Netherlands, North Macedonia, Poland, Romania, Sweden, Switzerland;en:austria,en:belgium,en:bulgaria,en:france,en:germany,en:hungary,en:netherlands,en:north-macedonia,en:poland,en:romania,en:sweden,en:switzerland;;563;kcal;36.1;g;19.9;g;49.9;g;48;g;;;7.8;g;0.17;g
5900531003646;Piątuś bananowy jogurt kremowy;;;;125g;125g;Piątnica;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, en:Fermented dairy desserts with fruits, Jogurty, Jogurty owocowe, en:Banana yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts,en:banana-yogurts;Polska;en:poland;;85;kcal;2.3;g;1.6;g;9.5;g;9.5;g;0.7;g;7;g;0.07;g
5908267100356;Kasza manna;;;;400 g;;Janex;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Kasza;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats;Polska;en:poland;;353;kcal;1.3;g;0.18;g;76.7;g;0.1;g;2.5;g;8.7;g;0.01;g
5900500020346;Multiwitamina, napój wieloowocowo-marchwiowy;;;;2 l;250 ml;Costa,Hortex;Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices;Polska;en:poland;;15;kcal;0;g;0;g;3.3;g;3.3;g;;;0;g;0.019;g
20202859;Musli z owocami orzechami i ziarnami;Premium Muesli;;;750 g;100g;Crownfield;Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Cereales con frutas, Muesli, Mueslis con frutas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:mueslis,en:mueslis-with-fruits;Bélgica, Francia, Alemania, Polonia, España;en:belgium,en:france,en:germany,en:poland,en:spain;;377;kcal;9.7;g;5.1;g;60.5;g;24.8;g;8.2;g;7.9;g;0.07;g
20468583;Ciecierzyca Gotowana;Cooked chickpeas;Chickpeas;Ciecierzyca;200g;100g;Freshona,Lidl,Cistér;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Konserven, Hülsenfrüchte, Samen, Konserven-Produkte auf pflanzlicher Basis, Hülsenfruchtsamen, Getrockenete Hülsenfrüchte, Kichererbsen, Hülsenfrüchte in Dosen, Kichererbsen in Dosen;en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:seeds,en:canned-plant-based-foods,en:legume-seeds,en:pulses,en:chickpeas,en:canned-legumes,en:canned-chickpeas;Tschechien, Frankreich, Deutschland, Polen, Spanien, Schweiz;en:czech-republic,en:france,en:germany,en:poland,en:spain,en:switzerland;;112;kcal;2.4;g;0.4;g;12;g;0.9;g;7.6;g;6.7;g;0.6;g
50173822;Orbit Spearmint;orbit spearmint;;;14 g;1,4 g;Orbit;Przekąski, Słodkie przekąski, en:Confectioneries, Guma do żucia, Bezcukrowa guma do żucia;en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum;Węgry, Polska;en:hungary,en:poland;;149;kcal;0;g;0;g;62;g;0;g;0;g;0;g;0;g
5905162000033;Cucumbers in brine;;;;400g;100g;Kuchnia Polska;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Konserwy, Produkty na bazie warzyw, Konserwy roślinne w puszkach i słoikach, en:Pickles, Warzywa w puszcze, en:Plant-based pickles, en:Pickled vegetables, en:Pickled cucumbers, en:Gherkins, en:Pickled gherkins;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:canned-vegetables,en:plant-based-pickles,en:pickled-vegetables,en:pickled-cucumbers,en:gherkins,en:pickled-gherkins;Niemcy, Polska;en:germany,en:poland;;7;kcal;0;g;0;g;0.6;g;0;g;1.2;g;0;g;2.3;g
5901044021042;Sos paprykowy średnio ostry;;;;320 g;100g;Roleski;Przyprawy, Sosy;en:condiments,en:sauces;Polska;en:poland;en:poland;85;kcal;0.5;g;0.1;g;17;g;13;g;;;2.1;g;1.1;g
20005733;Orzechy włoskie, łuskane;Walnusskerne;Unshelled Walnuts;;200g;30 g;ALESTO, Lidl;Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Shelled nuts, Walnuts, Walnut kernels;en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:shelled-nuts,en:walnuts,en:walnut-kernels;Austria, Belgium, Bulgaria, Denmark, France, Germany, Italy, Netherlands, Poland, Portugal, Spain;en:austria,en:belgium,en:bulgaria,en:denmark,en:france,en:germany,en:italy,en:netherlands,en:poland,en:portugal,en:spain;;712;kcal;69.1;g;6.8;g;3.7;g;3;g;6.8;g;15.5;g;0.02;g
20005825;Czekolada mleczna;Chocolat Lait Extra Fin;;;100 g (24 x 4,16 g);4,16 g;fin carré,Lidl,Solent Übach-Palenberg;Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates;Bulgaria, France, Germany, Hungary, Poland, Romania, Slovenia, Spain;en:bulgaria,en:france,en:germany,en:hungary,en:poland,en:romania,en:slovenia,en:spain;;535;kcal;30.2;g;18.4;g;57.9;g;56.6;g;;;6.9;g;0.25;g
5411188116592;Napój kokosowy z dodatkiem ryżu, z wapniem i witaminami.;Alpro băutură din nucă de cocos;Coconut drink with rice and added calcium and vitamins;;1 l;;Alpro;Getränke;en:beverages;Österreich, Belgien, Bulgarien, Tschechien, Frankreich, Deutschland, Ungarn, Italien, Luxemburg, Marokko, Niederlande, Polen, Portugal, Rumänien, Slowakei, Schweden, Schweiz;en:austria,en:belgium,en:bulgaria,en:czech-republic,en:france,en:germany,en:hungary,en:italy,en:luxembourg,en:morocco,en:netherlands,en:poland,en:portugal,en:romania,en:slovakia,en:sweden,en:switzerland;;20;kcal;0.9;g;0.9;g;2.7;g;1.9;g;0.1;g;0.1;g;0.13;g
3245412563034;Zestaw BURRITOS;;;Zestaw do burrito: 1 saszetka z 8 tortillami z mąki pszennej (320 g), 1 saszetka z pikantnym sosem pomidorowo-fasolowo-paprykowym (150 g) oraz 1 saszetka z przyprawą (40 g).;510 g;;Carrefour;Sandwichs, Kits repas, Burritos, Kit-pour-burritos;en:sandwiches,en:meal-kits,en:burritos,fr:kit-pour-burritos;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;326;kcal;7.3;g;0.9;g;55;g;3.2;g;2.3;g;9.4;g;0.9;g
5411188112709;Mleko migdałowe;Geröstete Mandel ohne Zucker;Almond drink with added calcium and vitamins;;1 l;;Alpro;Beverages;en:beverages;Albania, Austria, Belgium, Croatia, Finland, France, Germany, Greece, Hungary, Ireland, Luxembourg, Netherlands, Norway, Poland, Portugal, Réunion, Romania, Spain, Sweden, Switzerland, United Kingdom;en:albania,en:austria,en:belgium,en:croatia,en:finland,en:france,en:germany,en:greece,en:hungary,en:ireland,en:luxembourg,en:netherlands,en:norway,en:poland,en:portugal,en:reunion,en:romania,en:spain,en:sweden,en:switzerland,en:united-kingdom;en:spain;13;kcal;1.1;g;0.1;g;0;g;0;g;0.3;g;0.4;g;0.14;g
5900446015284;Sok 100% Mandarynkowy;;;Sok mandarynkowy z hiszpańskich mandarynek.;1 l;250 ml;Vital FRESH;Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices;Polska;en:poland;en:spain;45;kcal;0;g;0;g;11;g;10;g;0;g;0.7;g;0;g
7622201120252;Toblerone;Toblerone;;;100 g;;Toblerone, Mondelez;Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Cukierki czekoladowe, Czekolada, Czekolada mleczna;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:milk-chocolates;Polska, Wielka Brytania;en:poland,en:united-kingdom;en:switzerland;528;kcal;28;g;17;g;61;g;60;g;2.4;g;5.6;g;0.12;g
20569105;Solevita Jus de Pomme 100% Pur Jus;Apple Juice;;Sok jabłkowy mętny, tłoczony. Produkt pasteryzowany.;1 l;150ml;Solevita,Vitafit,Naturis;Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Unsweetened beverages, Apple juices, Squeezed juices, Squeezed apple juices;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:unsweetened-beverages,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices;Belgium, France, Malta, Poland;en:belgium,en:france,en:malta,en:poland;;45;kcal;0.1;g;0.1;g;10.4;g;9.9;g;0.5;g;0.1;g;0.01;g
1103086260005;Sylt Lingon;Sylt Lingon (arando);lingonberry jam;Dżem borówka bruszwica;400g;;Ikea;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen, Konfitüren, Marmeladen aus roten Früchten, Preiselbeeren Konfitüren;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:lingonberries-jams;Frankreich, Deutschland, Ungarn, Italien, Polen, Schweiz;en:france,en:germany,en:hungary,en:italy,en:poland,en:switzerland;;170;kcal;0;g;0;g;42;g;39;g;0;g;0;g;0;g
8431876066913;Tortilla nachos;;;Chipsy kukurydziane solone.;200 g;25g;Carrefour;Snacks, Snacks salés, Amuse-gueules, Chips et frites, Surgelés, Chips, Chips de maïs;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:frozen-foods,en:crisps,en:corn-chips;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;472;kcal;20;g;2;g;64;g;0.8;g;4;g;6.6;g;0.7;g
3560070333127;Pomarańcza;Orange juice from concentrate;Orange juice from concentrate;Sok pomarańczowy z soku zagęszczonego;1,5 l;200 ml;Simpl,Carrefour;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Boissons à base de végétaux, Boissons aux fruits, Fruits, Jus et nectars, Agrumes, Jus de fruits, Boissons sans alcool, Jus de fruits à base de concentré, Jus d'orange, Oranges, Jus d'orange à base de concentré;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:fruits,en:juices-and-nectars,en:citrus,en:fruit-juices,en:non-alcoholic-beverages,en:fruit-juices-from-concentrate,en:orange-juices,en:oranges,en:orange-juices-from-concentrate;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;36;kcal;0;g;0;g;8.4;g;8.4;g;;;0;g;0;g
3245412568749;TORTILLA CHIPS Naturalne;Toetilla Chips Nature;;Chipsy kukurydziane, solone.;200 g;25 g;Carrefour;Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips;Belgium, France, Italy, Morocco, Poland, Romania, Spain;en:belgium,en:france,en:italy,en:morocco,en:poland,en:romania,en:spain;;472;kcal;20;g;2;g;64;g;0.8;g;4;g;6.6;g;0.7;g
3245412568329;TORTILLA CHIPS O smaku chili;;;Chipsy kukurydziane o smaku chili.;200 g;25 g;Carrefour;Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips;France, Italie, Pologne, Roumanie, Espagne, Suisse;en:france,en:italy,en:poland,en:romania,en:spain,en:switzerland;;472;kcal;20;g;2;g;64;g;1.5;g;4;g;6.6;g;1.6;g
3245412563256;8 Tortilli;;;Placki pszenne do wypełnienia.;320 g;80 g;Carrefour;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads,en:flatbreads,en:white-breads,en:wheat-breads,en:wheat-flatbreads;France, Italy, Poland, Romania, Spain;en:france,en:italy,en:poland,en:romania,en:spain;;326;kcal;7.3;g;0.9;g;55;g;3.2;g;2.3;g;9.4;g;0.9;g
3245412563041;Zestaw FAJITAS;;;Zestaw do fajitas: 8 tortilli z mąki pszennej (320 g), 1 saszetka z sosem pomidorowo-paprykowym (150 g) i 1 saszetka z przyprawą (35 g).;505 g;;Carrefour;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pains, Pains plats, Kits repas, Pains blancs, Kit pour fajitas, Pains de blé, Tortillas de blé;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads,en:flatbreads,en:meal-kits,en:white-breads,en:fajitas-kits,en:wheat-breads,en:wheat-flatbreads;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;326;kcal;7.3;g;0.9;g;55;g;3.2;g;2.3;g;9.4;g;0.9;g
3245412435263;Profiterolki w czekoladzie;;;Deser z ciasta ptysiowego wypełnionego aromatyzowanym kremem pâtissière 35,5%, polanego sosem czekoladowym 56,8%.;360 g (4 x 90 g);90g;Carrefour;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Desserts au chocolat, Pâtisseries, Profiteroles;en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:chocolate-desserts,en:pastries,en:cream-puff;France, Pologne, Roumanie;en:france,en:poland,en:romania;;269;kcal;12;g;2.5;g;31;g;19;g;2;g;6.1;g;0.26;g
8714100289983;Lody magnum Almond;;;;297 g;67 g;Magnum;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glace en pot, Glace Pot;en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs,en:luxury-ice-cream-in-a-cup,fr:glace-pot;Belgique, France, Pologne, Portugal, Roumanie, Espagne;en:belgium,en:france,en:poland,en:portugal,en:romania,en:spain;;218;kcal;13;g;7.3;g;21;g;19;g;0.81;g;3.1;g;0.08;g
5902409702446;Skyr Jogurt Typu Islandzkiego Truskawka;;;;150g;150g;Fruvita;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, Skyr;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:skyrs;Polska;en:poland;;83;kcal;0;g;0;g;10;g;10;g;0.3;g;9.5;g;0.1;g
20130596;Owoce jagodowe z wiśniami;Berry mix with sour cherries;;;750 g;250 g;Freshona (lidl);Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Fruits based foods, Frozen plant-based foods, Fruits, Frozen fruits, Frozen mixed fruits, Frozen berries, Frozen mixed berries;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:frozen-fruits,en:frozen-mixed-fruits,en:frozen-berries,en:frozen-mixed-berries;France, Germany, Italy, Poland, Spain;en:france,en:germany,en:italy,en:poland,en:spain;;47;kcal;0.2;g;0;g;7.1;g;7.1;g;1.9;g;0.9;g;0.01;g
8722700140535;The tropical;;;;36g;;lipton;;;Polska;en:poland;;4;kcal;0;g;0;g;0;g;0;g;0.5;g;0.5;g;0;g
5900956002309;Mięta;;;;40g;;Herbapol;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przyprawy, en:Culinary plants, en:Aromatic plants, en:Herbs, Mięta, Mięta pieprzowa;en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:culinary-plants,en:aromatic-plants,en:herbs,en:mint,en:peppermint;Polska;en:poland;;1;kcal;0;g;0;g;0;g;0;g;;;0;g;0;g
3560071260156;il Délicio Original;;;Biszkopty z nadzieniem (18,3%) o smaku czekoladowym, z polewą i dekoracją.;182 g;;Carrefour;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Génoises en tranches fourrées;en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:filled-sponge-cake-slices;France, Italie, Pologne, Roumanie, Espagne;en:france,en:italy,en:poland,en:romania,en:spain;;370;kcal;11;g;6.5;g;65;g;39;g;1.8;g;5.3;g;0.36;g
8710671005984;Tortilla Chips original;;;Oryginalne Chipsy Tortilla Słona przekąska kukurydziana, bezglutenowa;200 g;;SPAR;Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips;France, Poland;en:france,en:poland;;472;kcal;20;g;2;g;64;g;0.8;g;4;g;6.6;g;0.9;g
5905617003510;Słonecznik łuskany;;;;300 g;;BakaDOr;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Nasiona, Pestki słonecznika i ich produkty, Pestki słonecznika, en:Unshelled sunflower seeds;en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds,en:unshelled-sunflower-seeds;Polska;en:poland;;618;kcal;52;g;5.1;g;12;g;2.2;g;8.5;g;21;g;0.01;g
20561338;Coconut Milk Light;Kokosmilch;;mleczko kokosowe light;400ml;;Freshona,Lidl,Vitasia;Plant-based foods and beverages, Plant-based foods, Plant-based creams, Plant-based creams for cooking, Coconut milks and creams;en:plant-based-foods-and-beverages,en:plant-based-foods,en:plant-based-creams,en:plant-based-creams-for-cooking,en:coconut-milks-and-creams;Belgium, France, Germany, Poland, Spain, Switzerland;en:belgium,en:france,en:germany,en:poland,en:spain,en:switzerland;en:vietnam;132;kcal;14;g;13;g;1.4;g;1.3;g;;;1.1;g;0.07;g
5901384508074;SamSmak o smaku serowa 4 sery;;;;63g;;;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant, Zupy z makaronem instant;en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:instant-noodle-soups;Polska;en:poland;;80;kcal;3.6;g;1.7;g;9.8;g;0.8;g;;;1.6;g;0.8;g
5900857008998;Radamer Ser żółty;;;;135 g;;Serenada,Spomlek;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser krowi;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses;Polska;en:poland;en:poland;343;kcal;26;g;18;g;1.3;g;0;g;;;26;g;1;g
3270190128519;Herbatniki Gorzka czekolada;;;Herbatniki maślane z gorzką czekoladą, bio.;150 g;2g;Carrefour Bio,Carrefour;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir, Biscuits tablette de chocolat, Biscuits tablette de chocolat noir;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:dark-chocolate-biscuits,en:biscuit-with-a-chocolate-bar-covering,en:biscuit-with-a-dark-chocolate-bar-covering;Belgique, France, Polynésie française, Guadeloupe, Italie, Pologne, Roumanie, Espagne;en:belgium,en:france,en:french-polynesia,en:guadeloupe,en:italy,en:poland,en:romania,en:spain;en:european-union,en:european-union-and-non-european-union,fr:ble,fr:sucre-de-canne-roux-et-feves-de-cacao-de-diverses-origines;504;kcal;25;g;16;g;61;g;34;g;3.5;g;7;g;0.68;g
3560071117115;Petit beurre;Petit beurre;Gluten free butter biscuits. Specially created for people suffering from a gluten intolerance.;Herbatniki bez glutenu. Specjalny skład dla osób cierpiących na nietolerancję glutenu.;130 g;32,5 g;Carrefour;Snacks, Sweet snacks, Specific products, Biscuits and cakes, Products for specific diets, Biscuits, Products without gluten, Petit-Beurre, Gluten-free biscuits;en:snacks,en:sweet-snacks,en:specific-products,en:biscuits-and-cakes,en:products-for-specific-diets,en:biscuits,en:products-without-gluten,en:petit-beurre,en:gluten-free-biscuits;France, Italy, Poland, Romania, Spain;en:france,en:italy,en:poland,en:romania,en:spain;;455;kcal;14;g;8.5;g;79;g;21;g;0.9;g;3.8;g;1.2;g
7622210289995;Belvita Muesli;Belvita Muesli;biscuits;ciasteczka zbożowe;300g;12.5g;Belvita,Mondelez;Przekąski, Słodkie przekąski, en:Biscuits and cakes, Herbatnik;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Francja, Polska, Rumunia;en:france,en:poland,en:romania;;442;kcal;15;g;1.4;g;67;g;26;g;4.9;g;7.4;g;0.31;g
20983758;Ryż biały długoziarnisty basmati;;;;400 g (4 x 100 g);50 g;Lidl;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, en:Cereal grains, Ryże, en:Long grain rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:long-grain-rices;Polska;en:poland;;350;kcal;1.1;g;0.7;g;75;g;0.5;g;2.4;g;8.9;g;0.01;g
5902020168959;Serek Tutti - Truskawkowy;;;;165 g;165 g;Lactalis,Biedronka;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Desery, Desery mleczne, Fermentowane desery mleczne, en:Fresh cheeses, Serek homogenizowany;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fresh-cheeses,pl:serek-homogenizowany;Polska;en:poland;;121;kcal;5;g;3.4;g;14;g;13;g;;;5.4;g;0.1;g
5900617000316;Kotlety sojowe á la schabowe;;;kotlety sojowe;100g;;Sante;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Strączkowe i produkty strączkowe, Produkty suszone, Alternatywy mięsa, Suszone produkty pochodzenia roślinnego, Zastępniki mięsa, Zastępniki mięsa z białka sojowego lub pszennego, Teksturowane białko roślinne;en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:dried-products,en:meat-alternatives,en:dried-plant-based-foods,en:meat-analogues,en:meat-analogues-from-soy-or-wheat-proteins,en:textured-vegetable-protein;Polska;en:poland;;321;kcal;1.2;g;0;g;24;g;18;g;17;g;45;g;0.05;g
5900354036920;PASTANI PENNE;;;;500 g;100g;Makarony Polskie, Biedronka;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Makarony;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Polska;en:poland;;358;kcal;1.6;g;0.6;g;70;g;3.8;g;;;15;g;0.01;g
8594002277635;Farfalle;;;;500g;;Pastani;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Cereal pastas, Dry pastas, Durum wheat pasta, fr:Farfalles;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,fr:farfalles;Poland;en:poland;;353;kcal;1.9;g;0.4;g;68;g;2.8;g;4.5;g;13;g;0.01;g
5201049132584;Baton Vitanella z orzeszkami ziemnymi, migdałami i solą morską;Baton select orzeszki ziemne, migdały, sól morska;;;40 g;40 g;Vitanella;;;Poland;en:poland;;557;kcal;40.2;g;5.8;g;33.1;g;25.5;g;6.4;g;12.6;g;0.55;g
5201049132560;Baton Vitanella z migdałami, żurawiną i orzeszkami ziemnymi;;;;;40;;Snacks, Sweet snacks, Bars;en:snacks,en:sweet-snacks,en:bars;Poland;en:poland;;522;kcal;32.9;g;3.8;g;41.1;g;32.4;g;6;g;12.4;g;0.01;g
5901390002221;Ser sałatkowy Islos;;;;180g;;Turek,NaTurek,Islos,Savencia;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser typu feta;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:feta-type-cheese;Polska;en:poland;;202;kcal;16;g;11;g;3.5;g;3.5;g;;;11;g;2.7;g
5907577230654;Kisiel smak malinowy z sokiem owocowym;;;Kisiel malinowy;38 g;;Wodzisław;en:Cooking helpers, en:Dessert mixes, Kisiel w proszku, Kisiel;en:cooking-helpers,en:dessert-mixes,en:mixes-for-kissel,pl:kisiel;Polska;en:poland;;60;kcal;0;g;0;g;15;g;10;g;;;0;g;0.03;g
5907577230647;Kisiel smak cytrynowy z sokiem owocowym;;;Kisiel cytrynowy;38 g;;Wodzisław;en:Cooking helpers, en:Dessert mixes, Kisiel w proszku, Kisiel;en:cooking-helpers,en:dessert-mixes,en:mixes-for-kissel,pl:kisiel;Polska;en:poland;;56;kcal;0;g;0;g;14;g;8.5;g;;;0;g;0.03;g
5901154041497;Inka 2 Cans Of Instant Grain Coffee Drink;Inka 2 Cans Of Instant Grain Coffee Drink;;;200 g;4g;Grana;Beverages, Instant beverages, pl:Produkt-instant;en:beverages,en:instant-beverages,pl:produkt-instant;France, Poland;en:france,en:poland;en:poland;180;kcal;0.1;g;0.05;g;40;g;6;g;7;g;2.4;g;0.08;g
